listing_id,locality_name,zone,bhk,size,bathroom,floor_num,total_floors,size_per_bhk,bath_per_bhk,floor_ratio,is_tall_building,rent_per_sqft,locality_price_level,area_type,furnishing_status,tenant_preferred,point_of_contact,floor_band,rent,log_rent
LST102235,Santacruz West,west,1,581.0,2.0,17.0,39.0,581.0,2.0,0.4358974358974359,1,124.78485370051635,11.326546812574792,Super Area,Furnished,Family,Contact Owner,high (11+),72500.0,11.191341840842766
LST103239,Santacruz East,unknown,2,679.0,2.0,13.0,16.0,339.5,1.0,0.8125,0,41.23711340206186,11.10269196715909,Carpet Area,Furnished,Family,Contact Agent,high (11+),28000.0,10.239959789157341
LST103514,Deonar,east,3,1028.0,3.0,12.0,25.0,342.6666666666667,1.0,0.48,1,75.38910505836576,11.308102872558855,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),77500.0,11.258033215341438
LST104295,Opera House,south,5,3996.0,5.0,2.0,17.0,799.2,1.0,0.11764705882352941,0,171.54654654654655,11.767991281748683,Carpet Area,Unfurnished,Bachelors,Contact Agent,low (1-3),685500.0,13.437903777984506
LST100803,Beverly Park,north,2,600.0,2.0,7.0,7.0,300.0,1.0,1.0,0,33.333333333333336,10.64654847350029,Carpet Area,Furnished,Family,Contact Agent,mid (4-10),20000.0,9.903487552536127
LST103526,Bandra West,south,4,1606.0,4.0,24.0,55.0,401.5,1.0,0.43636363636363634,1,109.58904109589041,11.41516651287186,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),176000.0,12.078239274020289
LST104156,Kurar Village,north,1,281.0,1.0,16.0,32.0,281.0,1.0,0.5,1,65.83629893238434,10.652636764315385,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),18500.0,9.825526011066415
LST104607,Dadar TT Circle,south,2,699.0,3.0,7.0,15.0,349.5,1.5,0.4666666666666667,0,48.640915593705294,11.183224830869467,Super Area,Furnished,Family,Contact Owner,mid (4-10),34000.0,10.4341158035983
LST104409,Dadar East,south,3,1236.0,3.0,10.0,19.0,412.0,1.0,0.5263157894736842,0,38.43042071197411,10.933200243737723,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),47500.0,10.768484990022733
LST101100,Chembur,east,3,1897.0,3.0,15.0,28.0,632.3333333333334,1.0,0.5357142857142857,1,118.60832894043226,10.890775934151565,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),225000.0,12.323855681186558
LST104849,Kandivali East,north,3,1062.0,2.0,24.0,55.0,354.0,0.6666666666666666,0.43636363636363634,1,72.97551789077212,10.97776616951422,Super Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),77500.0,11.258033215341438
LST102922,new panvel,east,3,1598.0,3.0,5.0,8.0,532.6666666666666,1.0,0.625,0,57.571964956195245,10.769311733538297,Carpet Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),92000.0,11.429543856031177
LST103199,Devi Pada,unknown,2,633.0,2.0,9.0,18.0,316.5,1.0,0.5,0,86.09794628751975,10.737215942706229,Carpet Area,Unfurnished,Family,Contact Owner,mid (4-10),54500.0,10.905955980651335
LST102906,Goregaon East,north,3,1158.0,4.0,7.0,10.0,386.0,1.3333333333333333,0.7,0,71.24352331606218,11.005324871947899,Carpet Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),82500.0,11.320553572322773
LST103857,Turner Road,south,2,753.0,1.0,4.0,8.0,376.5,0.5,0.5,0,57.76892430278885,11.328621198821375,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),43500.0,10.680516217076775
LST101482,Goregaon West,north,1,493.0,1.0,9.0,30.0,493.0,1.0,0.3,1,81.13590263691684,10.945931095246783,Super Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),40000.0,10.596634733096073
LST104120,Mount Mary,south,2,817.0,3.0,13.0,13.0,408.5,1.5,1.0,0,114.44308445532435,11.164758407190849,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),93500.0,11.44571671527678
LST104840,Bandra Kurla Complex,south,1,492.0,1.0,18.0,23.0,492.0,1.0,0.782608695652174,1,110.77235772357723,11.057189889236964,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),54500.0,10.905955980651335
LST101306,Seven Bungalows,west,2,1063.0,1.0,13.0,14.0,531.5,0.5,0.9285714285714286,0,63.49952963311383,11.013432679875008,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),67500.0,11.119882876860622
LST104314,Worli,south,1,483.0,1.0,5.0,13.0,483.0,1.0,0.38461538461538464,0,66.25258799171843,11.190878783089097,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),32000.0,10.373491181781864
LST104873,Lokhandwala Complex,west,2,753.0,2.0,19.0,24.0,376.5,1.0,0.7916666666666666,1,63.745019920318725,10.982753765227347,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),48000.0,10.778956289890028
LST100349,Andheri West,west,3,1000.0,4.0,16.0,25.0,333.3333333333333,1.3333333333333333,0.64,1,85.0,11.119863194438148,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),85000.0,11.350406535472453
LST102653,Thane-Kalyan-Dombivli,east,2,786.0,1.0,4.0,10.0,393.0,0.5,0.4,0,67.43002544529261,10.074721273190999,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),53000.0,10.87804719253426
LST101502,Gokuldham,north,1,383.0,2.0,14.0,15.0,383.0,2.0,0.9333333333333333,0,41.775456919060055,10.854843817874576,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),16000.0,9.680344001221918
LST100561,Matunga East,south,2,670.0,2.0,5.0,17.0,335.0,1.0,0.29411764705882354,0,119.40298507462687,11.201905624158606,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),80000.0,11.289781913656018
LST102465,Bhandup West,east,1,432.0,1.0,1.0,4.0,432.0,1.0,0.25,0,89.12037037037037,10.890470738535077,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,low (1-3),38500.0,10.558413520275876
LST104060,Andheri East,west,4,4419.0,3.0,2.0,7.0,1104.75,0.75,0.2857142857142857,0,176.62429858991135,10.95227718741345,Super Area,Unfurnished,Family,Contact Owner,low (1-3),1000000.0,13.815510557964274
LST100213,Andheri East,west,2,680.0,2.0,4.0,7.0,340.0,1.0,0.5714285714285714,0,67.6470588235294,10.95227718741345,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),46000.0,10.736396675471232
LST100315,Bandra West,south,5,3400.0,5.0,2.0,5.0,680.0,1.0,0.4,0,132.35294117647058,11.41516651287186,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,low (1-3),450000.0,13.017002861746503
LST102625,Bhatti Pada,east,3,1524.0,3.0,4.0,10.0,508.0,1.0,0.4,0,127.6246719160105,11.628998518877278,Super Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),194500.0,12.178187442040638
LST104694,parel,unknown,3,1196.0,4.0,12.0,25.0,398.6666666666667,1.3333333333333333,0.48,1,67.3076923076923,11.26062792796255,Super Area,Furnished,Bachelors,Contact Agent,high (11+),80500.0,11.296012463406655
LST100546,Kandivali West,north,3,985.0,3.0,-2.0,18.0,328.3333333333333,1.0,-0.1111111111111111,0,45.68527918781726,10.909837202753758,Carpet Area,Unfurnished,Family,Contact Agent,ground/basement,45000.0,10.714417768752456
LST104657,Ghatkopar East,east,2,802.0,2.0,9.0,29.0,401.0,1.0,0.3103448275862069,1,54.239401496259354,10.78550026550078,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),43500.0,10.680516217076775
LST100503,Santacruz West,west,2,753.0,2.0,2.0,12.0,376.5,1.0,0.16666666666666666,0,132.80212483399734,11.326546812574792,Carpet Area,Furnished,Bachelors/Family,Contact Agent,low (1-3),100000.0,11.512925464970229
LST103208,Lower Parel,south,1,572.0,1.0,14.0,22.0,572.0,1.0,0.6363636363636364,1,55.06993006993007,11.204892048401401,Super Area,Furnished,Bachelors,Contact Owner,high (11+),31500.0,10.357742824813725
LST104756,Shri Swami Samarth Nagar,west,5,3239.0,5.0,35.0,62.0,647.8,1.0,0.5645161290322581,1,86.75517134918185,11.061646559024878,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),281000.0,12.546109948315882
LST103503,Borivali East,north,2,889.0,2.0,9.0,16.0,444.5,1.0,0.5625,0,40.49493813273341,10.70221031569076,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,mid (4-10),36000.0,10.491274217438248
LST103576,Bandra East,south,1,349.0,1.0,15.0,28.0,349.0,1.0,0.5357142857142857,1,67.3352435530086,10.953539929053624,Super Area,Unfurnished,Family,Contact Agent,high (11+),23500.0,10.06475570013225
LST102340,Wadala,south,3,1422.0,3.0,30.0,58.0,474.0,1.0,0.5172413793103449,1,62.58790436005626,10.99887179895927,Carpet Area,Unfurnished,Bachelors,Contact Agent,high (11+),89000.0,11.396391648714276
LST100151,Chembur,east,1,460.0,2.0,7.0,12.0,460.0,2.0,0.5833333333333334,0,69.56521739130434,10.890775934151565,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),32000.0,10.373491181781864
LST100169,Film City,north,2,850.0,2.0,10.0,23.0,425.0,1.0,0.43478260869565216,1,58.8235294117647,10.6819777682444,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),50000.0,10.819778284410283
LST101748,Sion East,south,3,751.0,3.0,10.0,21.0,250.33333333333334,1.0,0.47619047619047616,1,56.59121171770972,10.972200971021213,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),42500.0,10.657259354912508
LST102455,Evershine Nagar,north,1,350.0,2.0,21.0,21.0,350.0,2.0,1.0,1,45.714285714285715,10.541764279354917,Super Area,Furnished,Bachelors,Contact Agent,high (11+),16000.0,9.680344001221918
LST104167,Mulund West,east,1,530.0,1.0,7.0,28.0,530.0,1.0,0.25,1,56.60377358490566,10.780672329678938,Carpet Area,Furnished,Family,Contact Owner,mid (4-10),30000.0,10.308952660644293
LST101009,Dadar West,south,3,1052.0,4.0,10.0,21.0,350.6666666666667,1.3333333333333333,0.47619047619047616,1,176.62429858991135,10.9104893467194,Super Area,Unfurnished,Family,Contact Agent,mid (4-10),188000.0,12.144197241812087
LST100264,Khar West,south,3,1208.0,3.0,5.0,14.0,402.6666666666667,1.0,0.35714285714285715,0,165.56291390728478,11.605227291698016,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),200000.0,12.206072645530174
LST101743,anjali,east,1,621.0,1.0,45.0,77.0,621.0,1.0,0.5844155844155844,1,101.44927536231884,11.058788392631136,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),63000.0,11.05089000537367
LST103217,Ghatkopar,east,1,347.0,1.0,19.0,33.0,347.0,1.0,0.5757575757575758,1,46.10951008645533,11.100946213988163,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),16000.0,9.680344001221918
LST100379,Unknown,unknown,3,1000.0,3.0,6.0,12.0,333.3333333333333,1.0,0.5,0,75.0,10.80676083612417,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),75000.0,11.225243392518447
LST100970,Gokuldham,north,3,1120.0,2.0,8.0,45.0,373.3333333333333,0.6666666666666666,0.17777777777777778,1,80.35714285714286,10.854843817874576,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),90000.0,11.407564949312402
LST102520,Dhanukar Wadi,north,1,405.0,2.0,36.0,81.0,405.0,2.0,0.4444444444444444,1,43.20987654320987,10.921408727746968,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),17500.0,9.769956159911606
LST100215,Chandivali,east,2,710.0,2.0,10.0,22.0,355.0,1.0,0.45454545454545453,1,77.6056338028169,11.053744569546843,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),55100.0,10.916904995141007
LST102178,Chakala,east,1,299.0,2.0,18.0,29.0,299.0,2.0,0.6206896551724138,1,88.62876254180603,11.211440849809541,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),26500.0,10.184900011974314
LST101478,Raheja Vihar,east,1,272.0,1.0,15.0,22.0,272.0,1.0,0.6818181818181818,1,49.63235294117647,10.653939110921119,Carpet Area,Furnished,Bachelors/Family,Contact Owner,high (11+),13500.0,9.51044496442652
LST104462,Bandra Kurla Complex,south,2,826.0,2.0,5.0,12.0,413.0,1.0,0.4166666666666667,0,106.53753026634382,11.057189889236964,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),88000.0,11.385092093460344
LST103634,Thakur Complex,north,2,705.0,2.0,17.0,20.0,352.5,1.0,0.85,1,66.66666666666667,10.75665974952721,Super Area,Unfurnished,Family,Contact Agent,high (11+),47000.0,10.757902880692196
LST103456,Vikhroli East,east,1,370.0,1.0,6.0,19.0,370.0,1.0,0.3157894736842105,0,51.351351351351354,11.089420114897532,Super Area,Semi-Furnished,Family,Contact Agent,mid (4-10),19000.0,9.852194258148577
LST104738,Dadar West,south,1,450.0,1.0,21.0,22.0,450.0,1.0,0.9545454545454546,1,46.666666666666664,10.9104893467194,Carpet Area,Furnished,Family,Contact Owner,high (11+),21000.0,9.95227771670556
LST102883,in Sion,south,2,587.0,1.0,1.0,4.0,293.5,0.5,0.25,0,66.43952299829643,10.8997539791804,Super Area,Semi-Furnished,Family,Contact Owner,low (1-3),39000.0,10.571316925111784
LST103979,Mazgaon,south,2,1055.0,1.0,15.0,37.0,527.5,0.5,0.40540540540540543,1,49.28909952606635,11.2791290723486,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),52000.0,10.858998997563564
LST100424,Mira Road East,north,1,390.0,1.0,0.0,4.0,390.0,1.0,0.0,0,28.205128205128204,10.732740268164365,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,ground/basement,11000.0,9.305650551780507
LST101750,Dadar East,south,2,668.0,3.0,12.0,18.0,334.0,1.5,0.6666666666666666,0,57.634730538922156,10.933200243737723,Carpet Area,Furnished,Bachelors,Contact Agent,high (11+),38500.0,10.558413520275876
LST101741,Vile Parle West,west,1,228.0,1.0,18.0,20.0,228.0,1.0,0.9,1,92.10526315789474,10.956683260286358,Super Area,Unfurnished,Family,Contact Agent,high (11+),21000.0,9.95227771670556
LST100259,Mulund East,east,3,950.0,3.0,5.0,7.0,316.6666666666667,1.0,0.7142857142857143,0,44.21052631578947,10.767055784624215,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),42000.0,10.645424897265505
LST102681,Pali Hill,west,2,1000.0,1.0,24.0,55.0,500.0,0.5,0.43636363636363634,1,49.0,11.152004614861006,Carpet Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),49000.0,10.799575577092764
LST101919,Bhandup West,east,3,1030.0,4.0,11.0,19.0,343.3333333333333,1.3333333333333333,0.5789473684210527,0,74.27184466019418,10.890470738535077,Super Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),76500.0,11.245046019814627
LST103191,Waterfield Road,south,1,509.0,1.0,3.0,5.0,509.0,1.0,0.6,0,134.57760314341846,11.193078238527777,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),68500.0,11.134589024250317
LST102912,Bhandup West,east,2,760.0,3.0,24.0,25.0,380.0,1.5,0.96,1,51.31578947368421,10.890470738535077,Super Area,Unfurnished,Family,Contact Owner,high (11+),39000.0,10.571316925111784
LST101833,Worli,south,2,648.0,1.0,-1.0,7.0,324.0,0.5,-0.14285714285714285,0,54.78395061728395,11.190878783089097,Carpet Area,Unfurnished,Family,Contact Owner,ground/basement,35500.0,10.477287975463508
LST101128,Dadar TT Circle,south,1,306.0,1.0,5.0,10.0,306.0,1.0,0.5,0,63.72549019607843,11.183224830869467,Super Area,Furnished,Bachelors,Contact Owner,mid (4-10),19500.0,9.878169744551839
LST104063,Bhandup Industrial Estate,east,3,2083.0,3.0,19.0,24.0,694.3333333333334,1.0,0.7916666666666666,1,69.61113778204513,11.48789523353689,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),145000.0,11.884489021402711
LST104888,Santacruz East,unknown,1,368.0,1.0,13.0,20.0,368.0,1.0,0.65,1,61.141304347826086,11.10269196715909,Super Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),22500.0,10.021270588192511
LST100669,Andheri East,west,1,415.0,1.0,2.0,7.0,415.0,1.0,0.2857142857142857,0,84.33734939759036,10.95227718741345,Super Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),35000.0,10.46310334047155
LST101928,Powai,east,3,1448.0,2.0,8.0,12.0,482.6666666666667,0.6666666666666666,0.6666666666666666,0,82.18232044198895,10.964246195304222,Super Area,Semi-Furnished,Family,Contact Owner,mid (4-10),119000.0,11.686878772093667
LST100545,Bhatti Pada,east,1,400.0,1.0,3.0,6.0,400.0,1.0,0.5,0,75.0,11.628998518877278,Super Area,Unfurnished,Bachelors,Contact Owner,low (1-3),30000.0,10.308952660644293
LST102383,Rambaug,north,1,542.0,1.0,25.0,43.0,542.0,1.0,0.5813953488372093,1,119.92619926199262,10.835310775809434,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),65000.0,11.082142548877775
LST103277,Dadar TT Circle,south,3,1002.0,4.0,9.0,21.0,334.0,1.3333333333333333,0.42857142857142855,1,70.85828343313374,11.183224830869467,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),71000.0,11.170435156023453
LST102699,Sher E Punjab Society,north,2,661.0,1.0,7.0,8.0,330.5,0.5,0.875,0,136.91376701966718,10.596910585942677,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),90500.0,11.413105129688017
LST102935,Seven Bungalows,west,2,847.0,2.0,12.0,26.0,423.5,1.0,0.46153846153846156,1,48.99645808736718,11.013432679875008,Carpet Area,Unfurnished,Family,Contact Agent,high (11+),41500.0,10.63344870621879
LST104585,Wadala,south,5,2171.0,6.0,3.0,28.0,434.2,1.2,0.10714285714285714,1,176.62429858991135,10.99887179895927,Super Area,Unfurnished,Family,Contact Owner,low (1-3),442000.0,12.999065161059836
LST103222,Chandivali,east,3,1367.0,2.0,7.0,11.0,455.6666666666667,0.6666666666666666,0.6363636363636364,0,106.07168983174836,11.053744569546843,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),145000.0,11.884489021402711
LST104661,Unknown,unknown,3,1840.0,4.0,7.0,41.0,613.3333333333334,1.3333333333333333,0.17073170731707318,1,117.93478260869566,10.80676083612417,Carpet Area,Unfurnished,Family,Contact Owner,mid (4-10),217000.0,12.287652632522597
LST103201,Andheri East,west,3,963.0,2.0,11.0,13.0,321.0,0.6666666666666666,0.8461538461538461,0,66.97819314641744,10.95227718741345,Super Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),64500.0,11.074420502783864
LST104541,Pant Nagar,east,2,659.0,2.0,5.0,5.0,329.5,1.0,1.0,0,69.04400606980273,10.496158171811773,Super Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),45500.0,10.725467604939041
LST100931,Sion East,south,3,970.0,2.0,1.0,3.0,323.3333333333333,0.6666666666666666,0.3333333333333333,0,77.31958762886597,10.972200971021213,Carpet Area,Furnished,Bachelors/Family,Contact Owner,low (1-3),75000.0,11.225243392518447
LST100984,Thakur Complex,north,2,724.0,2.0,18.0,40.0,362.0,1.0,0.45,1,77.34806629834254,10.75665974952721,Carpet Area,Furnished,Bachelors/Family,Contact Owner,high (11+),56000.0,10.933106969717286
LST100390,Bandra West,south,1,400.0,1.0,9.0,10.0,400.0,1.0,0.9,0,176.62429858991135,11.41516651287186,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),100000.0,11.512925464970229
LST104304,Goregaon East,north,3,757.0,3.0,60.0,71.0,252.33333333333334,1.0,0.8450704225352113,1,81.24174372523117,11.005324871947899,Super Area,Unfurnished,Family,Contact Owner,high (11+),61500.0,11.02679245379461
LST104308,Chandivali,east,2,685.0,1.0,2.0,3.0,342.5,0.5,0.6666666666666666,0,58.394160583941606,11.053744569546843,Super Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),40000.0,10.596634733096073
LST101490,Sion,south,5,1387.0,5.0,22.0,33.0,277.4,1.0,0.6666666666666666,1,45.06128334534968,10.92561915747271,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),62500.0,11.042921835724492
LST101474,Oshiwara,west,1,346.0,1.0,7.0,10.0,346.0,1.0,0.7,0,70.8092485549133,10.498076752212224,Super Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),24500.0,10.106428396532818
LST102910,Akurli Nagar,north,2,1012.0,3.0,4.0,58.0,506.0,1.5,0.06896551724137931,1,35.07905138339921,10.237789966544272,Super Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),35500.0,10.477287975463508
LST103564,Vasai East,north,2,829.0,1.0,0.0,8.0,414.5,0.5,0.0,0,52.47285886610374,10.622741860756848,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,ground/basement,43500.0,10.680516217076775
LST104082,Wadala East,south,3,1409.0,3.0,3.0,18.0,469.6666666666667,1.0,0.16666666666666666,0,155.07452093683463,11.340171465098772,Carpet Area,Furnished,Bachelors,Contact Agent,low (1-3),218500.0,12.294541293517781
LST100523,Bhakti Park,south,2,710.0,2.0,15.0,18.0,355.0,1.0,0.8333333333333334,0,64.78873239436619,11.201128874867234,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),46000.0,10.736396675471232
LST104125,Turner Road,south,2,636.0,2.0,46.0,78.0,318.0,1.0,0.5897435897435898,1,62.106918238993714,11.328621198821375,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),39500.0,10.584055950889214
LST104190,4 Bunglows,east,2,906.0,3.0,7.0,41.0,453.0,1.5,0.17073170731707318,1,92.71523178807946,11.253068093606258,Super Area,Furnished,Bachelors/Family,Contact Owner,mid (4-10),84000.0,11.33857207782545
LST900023,BMC Colony Malad East,north,2,820.0,2.0,7.0,28.0,410.0,1.0,0.25,1,60.97560975609756,10.415558270311722,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),50000.0,10.819778284410283
LST104668,Bhandup West,east,2,673.0,1.0,10.0,32.0,336.5,0.5,0.3125,1,80.23774145616642,10.890470738535077,Super Area,Furnished,Family,Contact Owner,mid (4-10),54000.0,10.896739325546411
LST102260,Raheja Vihar,east,2,645.0,3.0,13.0,21.0,322.5,1.5,0.6190476190476191,1,58.91472868217054,10.653939110921119,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),38000.0,10.545341438708522
LST101131,Seven Bungalows,west,4,1970.0,4.0,8.0,9.0,492.5,1.0,0.8888888888888888,0,129.44162436548223,11.013432679875008,Super Area,Unfurnished,Family,Contact Owner,mid (4-10),255000.0,12.449018824140563
LST101453,Malad West,north,1,191.0,1.0,10.0,28.0,191.0,1.0,0.35714285714285715,1,26.17801047120419,10.789827053245961,Super Area,Furnished,Family,Contact Owner,mid (4-10),5000.0,8.517193191416238
LST100345,Breach Candy,south,2,1000.0,3.0,5.0,9.0,500.0,1.5,0.5555555555555556,0,170.0,11.311555064067228,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),170000.0,12.043553716032399
LST100982,Sion,south,3,1305.0,4.0,18.0,28.0,435.0,1.3333333333333333,0.6428571428571429,1,80.45977011494253,10.92561915747271,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),105000.0,11.56171562913966
LST101879,Chinmay Gaurang Infrastructure Old Panvel,unknown,1,412.0,1.0,8.0,18.0,412.0,1.0,0.4444444444444444,0,75.24271844660194,10.582105205963458,Super Area,Furnished,Family,Contact Owner,mid (4-10),31000.0,10.341742483467284
LST103415,Mulund West,east,4,1970.0,4.0,18.0,33.0,492.5,1.0,0.5454545454545454,1,86.04060913705584,10.780672329678938,Super Area,Semi-Furnished,Family,Contact Agent,high (11+),169500.0,12.040608205802641
LST104987,Santacruz West,west,2,1064.0,2.0,4.0,11.0,532.0,1.0,0.36363636363636365,0,176.62429858991135,11.326546812574792,Super Area,Semi-Furnished,Bachelors,Contact Owner,mid (4-10),212500.0,12.266697267346608
LST102281,Kanjurmarg East,east,2,860.0,3.0,1.0,20.0,430.0,1.5,0.05,1,16.86046511627907,10.486558144680133,Carpet Area,Semi-Furnished,Family,Contact Agent,low (1-3),14500.0,9.581903928408666
LST103085,Amit Nagar,west,2,730.0,3.0,-1.0,30.0,365.0,1.5,-0.03333333333333333,1,58.21917808219178,11.64232966613111,Super Area,Furnished,Bachelors,Contact Agent,ground/basement,42500.0,10.657259354912508
LST102388,Datta Pada,north,4,2418.0,4.0,8.0,28.0,604.5,1.0,0.2857142857142857,1,115.79818031430935,10.846786884109656,Carpet Area,Furnished,Bachelors,Contact Agent,mid (4-10),280000.0,12.542544882151386
LST103964,Mulund East,east,2,898.0,2.0,10.0,23.0,449.0,1.0,0.43478260869565216,1,26.169265033407573,10.767055784624215,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),23500.0,10.06475570013225
LST104249,Amar Nagar,east,2,920.0,2.0,7.0,10.0,460.0,1.0,0.7,0,80.43478260869566,10.88234710200311,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,mid (4-10),74000.0,11.211820372186306
LST100953,Seven Bungalows,west,1,480.0,2.0,7.0,7.0,480.0,2.0,1.0,0,93.75,11.013432679875008,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),45000.0,10.714417768752456
LST102857,Chembur,east,4,1585.0,4.0,2.0,24.0,396.25,1.0,0.08333333333333333,1,135.64668769716087,10.890775934151565,Super Area,Semi-Furnished,Family,Contact Owner,low (1-3),215000.0,12.2783933071098
LST101225,sra,east,2,623.0,2.0,4.0,5.0,311.5,1.0,0.8,0,169.34189406099517,11.14467857175728,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),105500.0,11.566466231898259
LST102972,Hiranandani Gardens,east,3,1265.0,3.0,0.0,7.0,421.6666666666667,1.0,0.0,0,66.79841897233202,10.985276050143012,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,ground/basement,84500.0,11.344506813345266
LST101546,Goregaon East,north,3,1552.0,3.0,15.0,58.0,517.3333333333334,1.0,0.25862068965517243,1,153.67268041237114,11.005324871947899,Carpet Area,Furnished,Family,Contact Owner,high (11+),238500.0,12.382124589310534
LST103542,Kamla Nagar,north,3,997.0,3.0,19.0,27.0,332.3333333333333,1.0,0.7037037037037037,1,60.682046138415245,11.291876462037967,Carpet Area,Furnished,Bachelors,Contact Agent,high (11+),60500.0,11.010398644018933
LST101658,Worli,south,3,1190.0,4.0,19.0,38.0,396.6666666666667,1.3333333333333333,0.5,1,111.34453781512605,11.190878783089097,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),132500.0,11.794337924408413
LST900027,Lokhandwala Twp,north,2,830.0,2.0,2.0,2.0,415.0,1.0,1.0,0,53.01204819277108,11.001962497923795,Carpet Area,Furnished,Bachelors,Contact Agent,low (1-3),44000.0,10.691944912900398
LST102517,Chembur East,south,2,708.0,2.0,12.0,14.0,354.0,1.0,0.8571428571428571,0,56.49717514124294,11.048743655120719,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),40000.0,10.596634733096073
LST104727,Kurla West,south,2,753.0,1.0,7.0,22.0,376.5,0.5,0.3181818181818182,1,111.55378486055777,10.777564218546118,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),84000.0,11.33857207782545
