listing_id,city,locality_name,address,bhk,rent,size,area_type,floor_num,total_floors,bathroom,furnishing_status,tenant_preferred,point_of_contact
LST104412,Mumbai,Nahur Gaothan,Nahur Gaothan,2,81000.0,790.0,Carpet Area,41.0,41.0,1.0,Unfurnished,Family,Contact Owner
LST103412,Mumbai,Chembur East,"Alpine Apartments, Chembur East",3,120000.0,1344.0,Carpet Area,22.0,30.0,3.0,Furnished,Family,Contact Owner
LST102317,Mumbai,Bandra West,"Sunflower Apartment, Bandra West",3,145500.0,1442.0,Super Area,15.0,19.0,4.0,Furnished,Bachelors,Contact Agent
LST100449,Mumbai,Lokhandwala Complex,Lokhandwala Complex,3,130000.0,1800.0,Super Area,10.0,16.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST103247,Mumbai,Bandra West,"Siddhivinayak, Bandra West",2,33000.0,748.0,Super Area,16.0,29.0,3.0,Furnished,Bachelors/Family,Contact Owner
LST100755,Mumbai,in Kandivali West,in Kandivali West,1,23000.0,440.0,Carpet Area,0.0,4.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST102744,Mumbai,Kandivali West,"Sakhi, Kandivali West",4,211000.0,1707.0,Carpet Area,9.0,30.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102099,Mumbai,Balkrishna Dadu Karade Chowk,"Celestia Spaces, Balkrishna Dadu Karade Chowk",2,76000.0,738.0,Super Area,24.0,24.0,1.0,Furnished,Bachelors,Contact Owner
LST103210,Mumbai,Worli,"Avarsekar Heights, Worli",1,39000.0,486.0,Super Area,9.0,17.0,1.0,Unfurnished,Family,Contact Owner
LST103755,Mumbai,Dina Bama Estate,Dina Bama Estate,3,148000.0,1293.0,Super Area,22.0,30.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST102482,Mumbai,New Devchhaya Building,New Devchhaya Building,1,21500.0,446.0,Super Area,1.0,10.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103849,Mumbai,Chembur,"Godrej Serenity Mumbai, Chembur",3,152000.0,1255.0,Carpet Area,14.0,27.0,3.0,Unfurnished,Family,Contact Agent
LST100833,Mumbai,Goregaon East,"Shiv Dham Apartment, Goregaon East",2,34000.0,600.0,Carpet Area,4.0,7.0,2.0,Unfurnished,Bachelors,Contact Agent
LST104078,Mumbai,Malad East,"Kanakia Levels, Malad East",1,30000.0,392.0,Super Area,15.0,23.0,1.0,Furnished,Bachelors,Contact Owner
LST102289,Mumbai,Ghatla,"vanamali chs ghatla, Ghatla",1,20000.0,550.0,Super Area,10.0,21.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100182,Mumbai,Parel,"Ashok tower, Parel",3,230000.0,1915.0,Super Area,3.0,18.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103836,Mumbai,Bhakti Park,"Ajmera Bhakti Park, Bhakti Park",4,256000.0,1793.0,Carpet Area,25.0,52.0,3.0,Semi-Furnished,Family,Contact Owner
LST104159,Mumbai,Chandivali,Chandivali,2,46500.0,853.0,Carpet Area,4.0,27.0,3.0,Furnished,Bachelors,Contact Owner
LST101611,Mumbai,Taloja Phase 2,Taloja Phase 2,1,16000.0,446.0,Super Area,0.0,6.0,1.0,Unfurnished,Bachelors,Contact Owner
LST102419,Mumbai,Yari Road,"Chanchal Kalyan Complex, Yari Road",1,71500.0,584.0,Carpet Area,4.0,11.0,1.0,Furnished,Bachelors,Contact Owner
LST101516,Mumbai,Mira Bhayandar,Mira Bhayandar,1,40000.0,371.0,Super Area,2.0,6.0,2.0,Unfurnished,Bachelors,Contact Agent
LST103554,Mumbai,Thakur Complex,"Gokul Accord, Thakur Complex",1,28000.0,452.0,Super Area,7.0,10.0,2.0,Unfurnished,Bachelors,Contact Agent
LST103675,Mumbai,Chembur,"Atur Park, Chembur",1,7000.0,333.0,Super Area,5.0,23.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST102235,Mumbai,Santacruz West,"Ekta Trinity, Santacruz West",1,72500.0,581.0,Super Area,17.0,39.0,2.0,Furnished,Family,Contact Owner
LST103239,Mumbai,Santacruz East,"Kabra Centroid, Santacruz East",2,28000.0,679.0,Carpet Area,13.0,16.0,2.0,Furnished,Family,Contact Agent
LST103514,Mumbai,Deonar,Deonar,3,77500.0,1028.0,Carpet Area,12.0,25.0,3.0,Semi-Furnished,Family,Contact Agent
LST104295,Mumbai,Opera House,Opera House,5,685500.0,3996.0,Carpet Area,2.0,17.0,5.0,Unfurnished,Bachelors,Contact Agent
LST100803,Mumbai,Beverly Park,"Marigold-5, Beverly Park",2,20000.0,600.0,Carpet Area,7.0,7.0,2.0,Furnished,Family,Contact Agent
LST103526,Mumbai,Bandra West,"Vertical Bliss, Bandra West",4,176000.0,1606.0,Super Area,24.0,55.0,4.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104156,Mumbai,Kurar Village,"Omkar Alta Monte, Kurar Village",1,18500.0,281.0,Super Area,16.0,32.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST104607,Mumbai,Dadar TT Circle,"Bombay Dyeing Two ICC, Dadar TT Circle",2,34000.0,699.0,Super Area,7.0,15.0,3.0,Furnished,Family,Contact Owner
LST104409,Mumbai,Dadar East,"Bombay Dyeing Two ICC, Dadar East",3,47500.0,1236.0,Carpet Area,10.0,19.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST101100,Mumbai,Chembur,"Ekta Legranz, Chembur",3,225000.0,1897.0,Super Area,15.0,28.0,3.0,Unfurnished,Bachelors,Contact Agent
LST104849,Mumbai,Kandivali East,"Alpine, Kandivali East",3,77500.0,1062.0,Super Area,24.0,55.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102922,Mumbai,new panvel,new panvel,3,92000.0,1598.0,Carpet Area,5.0,8.0,3.0,Unfurnished,Bachelors,Contact Owner
LST103199,Mumbai,Devi Pada,Devi Pada,2,54500.0,633.0,Carpet Area,9.0,18.0,2.0,Unfurnished,Family,Contact Owner
LST102906,Mumbai,Goregaon East,"Balkrishna, Goregaon East",3,82500.0,1158.0,Carpet Area,7.0,10.0,4.0,Unfurnished,Bachelors,Contact Owner
LST103857,Mumbai,Turner Road,"Almeida Park, Turner Road",2,43500.0,753.0,Carpet Area,4.0,8.0,1.0,Semi-Furnished,Family,Contact Agent
LST101482,Mumbai,Goregaon West,"Sejal Tower, Goregaon West",1,40000.0,493.0,Super Area,9.0,30.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST104120,Mumbai,Mount Mary,"Mount Marry, Mount Mary",2,93500.0,817.0,Carpet Area,13.0,13.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST104840,Mumbai,Bandra Kurla Complex,"Kanakia Paris, Bandra Kurla Complex",1,54500.0,492.0,Carpet Area,18.0,23.0,1.0,Unfurnished,Family,Contact Owner
LST101306,Mumbai,Seven Bungalows,Seven Bungalows,2,67500.0,1063.0,Super Area,13.0,14.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104314,Mumbai,Worli,"Avarsekar Heights, Worli",1,32000.0,483.0,Carpet Area,5.0,13.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104873,Mumbai,Lokhandwala Complex,"Magnum Tower CHS, Lokhandwala Complex",2,48000.0,753.0,Carpet Area,19.0,24.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100349,Mumbai,Andheri West,"DLH Orchid, Andheri West",3,85000.0,1000.0,Carpet Area,16.0,25.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102653,Mumbai,Thane-Kalyan-Dombivli,Thane-Kalyan-Dombivli,2,53000.0,786.0,Super Area,4.0,10.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101502,Mumbai,Gokuldham,"DB Woods, Gokuldham",1,16000.0,383.0,Super Area,14.0,15.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST100561,Mumbai,Matunga East,Matunga East,2,80000.0,670.0,Carpet Area,5.0,17.0,2.0,Unfurnished,Bachelors,Contact Agent
LST102465,Mumbai,Bhandup West,"Mayuresh Srishti, Bhandup West",1,38500.0,432.0,Super Area,1.0,4.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104060,Mumbai,Andheri East,"Eco Residency, Andheri East",4,1000000.0,4419.0,Super Area,2.0,7.0,3.0,Unfurnished,Family,Contact Owner
LST100213,Mumbai,Andheri East,"Trans Residency, Andheri East",2,46000.0,680.0,Carpet Area,4.0,7.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100315,Mumbai,Bandra West,Bandra West,5,450000.0,3400.0,Carpet Area,2.0,5.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102625,Mumbai,Bhatti Pada,Bhatti Pada,3,194500.0,1524.0,Super Area,4.0,10.0,3.0,Unfurnished,Bachelors,Contact Owner
LST104694,Mumbai,parel,"saraswati sadan, parel",3,80500.0,1196.0,Super Area,12.0,25.0,4.0,Furnished,Bachelors,Contact Agent
LST100546,Mumbai,Kandivali West,"Gemstar Symphony Apartment, Kandivali West",3,45000.0,985.0,Carpet Area,-2.0,18.0,3.0,Unfurnished,Family,Contact Agent
LST104657,Mumbai,Ghatkopar East,Ghatkopar East,2,43500.0,802.0,Carpet Area,9.0,29.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST100503,Mumbai,Santacruz West,Santacruz West,2,100000.0,753.0,Carpet Area,2.0,12.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103208,Mumbai,Lower Parel,"Ashford Casa Grande, Lower Parel",1,31500.0,572.0,Super Area,14.0,22.0,1.0,Furnished,Bachelors,Contact Owner
LST104756,Mumbai,Shri Swami Samarth Nagar,Shri Swami Samarth Nagar,5,281000.0,3239.0,Carpet Area,35.0,62.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103503,Mumbai,Borivali East,Borivali East,2,36000.0,889.0,Carpet Area,9.0,16.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST103576,Mumbai,Bandra East,Bandra East,1,23500.0,349.0,Super Area,15.0,28.0,1.0,Unfurnished,Family,Contact Agent
LST102340,Mumbai,Wadala,"Antop Hill, Wadala",3,89000.0,1422.0,Carpet Area,30.0,58.0,3.0,Unfurnished,Bachelors,Contact Agent
LST100151,Mumbai,Chembur,Chembur,1,32000.0,460.0,Carpet Area,7.0,12.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST100169,Mumbai,Film City,Film City,2,50000.0,850.0,Carpet Area,10.0,23.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101748,Mumbai,Sion East,Sion East,3,42500.0,751.0,Super Area,10.0,21.0,3.0,Furnished,Bachelors,Contact Agent
LST102455,Mumbai,Evershine Nagar,"Gokul Apartment, Evershine Nagar",1,16000.0,350.0,Super Area,21.0,21.0,2.0,Furnished,Bachelors,Contact Agent
LST104167,Mumbai,Mulund West,"Sheth Montana, Mulund West",1,30000.0,530.0,Carpet Area,7.0,28.0,1.0,Furnished,Family,Contact Owner
LST101009,Mumbai,Dadar West,"Vaibhav Apartments, Dadar West",3,188000.0,1052.0,Super Area,10.0,21.0,4.0,Unfurnished,Family,Contact Agent
LST100264,Mumbai,Khar West,Khar West,3,200000.0,1208.0,Carpet Area,5.0,14.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101743,Mumbai,anjali,anjali,1,63000.0,621.0,Super Area,45.0,77.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST103217,Mumbai,Ghatkopar,"Ambika Siddhi Apartment, Ghatkopar",1,16000.0,347.0,Carpet Area,19.0,33.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST100379,Mumbai,Unknown,,3,75000.0,1000.0,Carpet Area,6.0,12.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST100970,Mumbai,Gokuldham,"DB Woods, Gokuldham",3,90000.0,1120.0,Carpet Area,8.0,45.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST102520,Mumbai,Dhanukar Wadi,Dhanukar Wadi,1,17500.0,405.0,Carpet Area,36.0,81.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST100215,Mumbai,Chandivali,"Shapoorji Pallonji Vicinia, Chandivali",2,55100.0,710.0,Carpet Area,10.0,22.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102178,Mumbai,Chakala,"Rustomjee Central Park, Chakala",1,26500.0,299.0,Carpet Area,18.0,29.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST101478,Mumbai,Raheja Vihar,"Adityavardhan Apartment, Raheja Vihar",1,13500.0,272.0,Carpet Area,15.0,22.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST104462,Mumbai,Bandra Kurla Complex,"Kanakia Paris, Bandra Kurla Complex",2,88000.0,826.0,Super Area,5.0,12.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103634,Mumbai,Thakur Complex,"Gokul Regency Apartment, Thakur Complex",2,47000.0,705.0,Super Area,17.0,20.0,2.0,Unfurnished,Family,Contact Agent
LST103456,Mumbai,Vikhroli East,"Godrej The Trees, Vikhroli East",1,19000.0,370.0,Super Area,6.0,19.0,1.0,Semi-Furnished,Family,Contact Agent
LST104738,Mumbai,Dadar West,"Sugee Sadan, Dadar West",1,21000.0,450.0,Carpet Area,21.0,22.0,1.0,Furnished,Family,Contact Owner
LST102883,Mumbai,in Sion,in Sion,2,39000.0,587.0,Super Area,1.0,4.0,1.0,Semi-Furnished,Family,Contact Owner
LST103979,Mumbai,Mazgaon,Mazgaon,2,52000.0,1055.0,Super Area,15.0,37.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100424,Mumbai,Mira Road East,Mira Road East,1,11000.0,390.0,Carpet Area,0.0,4.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101750,Mumbai,Dadar East,"Island City Centre, Dadar East",2,38500.0,668.0,Carpet Area,12.0,18.0,3.0,Furnished,Bachelors,Contact Agent
LST101741,Mumbai,Vile Parle West,"Irla, Vile Parle West",1,21000.0,228.0,Super Area,18.0,20.0,1.0,Unfurnished,Family,Contact Agent
LST100259,Mumbai,Mulund East,Mulund East,3,42000.0,950.0,Carpet Area,5.0,7.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST102681,Mumbai,Pali Hill,"Dheeraj Swapna Apartment, Pali Hill",2,49000.0,1000.0,Carpet Area,24.0,55.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST101919,Mumbai,Bhandup West,"Shree Sai Usha Complex, Bhandup West",3,76500.0,1030.0,Super Area,11.0,19.0,4.0,Unfurnished,Bachelors/Family,Contact Owner
LST103191,Mumbai,Waterfield Road,"Benchmark Solus, Waterfield Road",1,68500.0,509.0,Carpet Area,3.0,5.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST102912,Mumbai,Bhandup West,"Srishti Elegance, Bhandup West",2,39000.0,760.0,Super Area,24.0,25.0,3.0,Unfurnished,Family,Contact Owner
LST101833,Mumbai,Worli,"World One Tower Mumbai, Worli",2,35500.0,648.0,Carpet Area,-1.0,7.0,1.0,Unfurnished,Family,Contact Owner
LST101128,Mumbai,Dadar TT Circle,"Bombay Dyeing Two ICC, Dadar TT Circle",1,19500.0,306.0,Super Area,5.0,10.0,1.0,Furnished,Bachelors,Contact Owner
LST104063,Mumbai,Bhandup Industrial Estate,"Srishti Solitaire, Bhandup Industrial Estate",3,145000.0,2083.0,Carpet Area,19.0,24.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104888,Mumbai,Santacruz East,Santacruz East,1,22500.0,368.0,Super Area,13.0,20.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST100669,Mumbai,Andheri East,Andheri East,1,35000.0,415.0,Super Area,2.0,7.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101928,Mumbai,Powai,"Panch Complex, Powai",3,119000.0,1448.0,Super Area,8.0,12.0,2.0,Semi-Furnished,Family,Contact Owner
LST100545,Mumbai,Bhatti Pada,Bhatti Pada,1,30000.0,400.0,Super Area,3.0,6.0,1.0,Unfurnished,Bachelors,Contact Owner
LST102383,Mumbai,Rambaug,Rambaug,1,65000.0,542.0,Carpet Area,25.0,43.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST103277,Mumbai,Dadar TT Circle,"Island City Centre, Dadar TT Circle",3,71000.0,1002.0,Carpet Area,9.0,21.0,4.0,Unfurnished,Bachelors,Contact Agent
LST102699,Mumbai,Sher E Punjab Society,Sher E Punjab Society,2,90500.0,661.0,Super Area,7.0,8.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102935,Mumbai,Seven Bungalows,Seven Bungalows,2,41500.0,847.0,Carpet Area,12.0,26.0,2.0,Unfurnished,Family,Contact Agent
LST104585,Mumbai,Wadala,"Llyod Estate, Wadala",5,442000.0,2171.0,Super Area,3.0,28.0,6.0,Unfurnished,Family,Contact Owner
LST103222,Mumbai,Chandivali,"Shapoorji Pallonji Vicinia, Chandivali",3,145000.0,1367.0,Super Area,7.0,11.0,2.0,Furnished,Bachelors,Contact Agent
LST104661,Mumbai,Unknown,,3,217000.0,1840.0,Carpet Area,7.0,41.0,4.0,Unfurnished,Family,Contact Owner
LST103201,Mumbai,Andheri East,"Eco Residency, Andheri East",3,64500.0,963.0,Super Area,11.0,13.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST104541,Mumbai,Pant Nagar,Pant Nagar,2,45500.0,659.0,Super Area,5.0,5.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST100931,Mumbai,Sion East,"Paras Building, Sion East",3,75000.0,970.0,Carpet Area,1.0,3.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST100984,Mumbai,Thakur Complex,"Bhoomi Elegant, Thakur Complex",2,56000.0,724.0,Carpet Area,18.0,40.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST100390,Mumbai,Bandra West,"Violette Valley, Bandra West",1,100000.0,400.0,Carpet Area,9.0,10.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST104304,Mumbai,Goregaon East,"Lakshchandi Height, Goregaon East",3,61500.0,757.0,Super Area,60.0,71.0,3.0,Unfurnished,Family,Contact Owner
LST104308,Mumbai,Chandivali,"Lake Primrose, Chandivali",2,40000.0,685.0,Super Area,2.0,3.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101490,Mumbai,Sion,"Sion East, Sion",5,62500.0,1387.0,Super Area,22.0,33.0,5.0,Semi-Furnished,Bachelors,Contact Agent
LST101474,Mumbai,Oshiwara,Oshiwara,1,24500.0,346.0,Super Area,7.0,10.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST102910,Mumbai,Akurli Nagar,"Kalpataru Towers, Akurli Nagar",2,35500.0,1012.0,Super Area,4.0,58.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST103564,Mumbai,Vasai East,"Nicon Infinity, Vasai East",2,43500.0,829.0,Carpet Area,0.0,8.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104082,Mumbai,Wadala East,"Dosti Ambrosia, Wadala East",3,218500.0,1409.0,Carpet Area,3.0,18.0,3.0,Furnished,Bachelors,Contact Agent
LST100523,Mumbai,Bhakti Park,"Ajmera Bhakti Park, Bhakti Park",2,46000.0,710.0,Carpet Area,15.0,18.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST104125,Mumbai,Turner Road,"L Nagpal Ruby, Turner Road",2,39500.0,636.0,Carpet Area,46.0,78.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST104190,Mumbai,4 Bunglows,"Adani Western Heights, 4 Bunglows",2,84000.0,906.0,Super Area,7.0,41.0,3.0,Furnished,Bachelors/Family,Contact Owner
LST900023,Mumbai,BMC Colony Malad East,"Raheja Heights, BMC Colony Malad East",2,50000.0,820.0,Carpet Area,7.0,28.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104668,Mumbai,Bhandup West,"Usha Nagar Society, Bhandup West",2,54000.0,673.0,Super Area,10.0,32.0,1.0,Furnished,Family,Contact Owner
LST102260,Mumbai,Raheja Vihar,"Adityavardhan Apartment, Raheja Vihar",2,38000.0,645.0,Carpet Area,13.0,21.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101131,Mumbai,Seven Bungalows,"Kabra Metro One, Seven Bungalows",4,255000.0,1970.0,Super Area,8.0,9.0,4.0,Unfurnished,Family,Contact Owner
LST101453,Mumbai,Malad West,"Lovedale Residences, Malad West",1,5000.0,191.0,Super Area,10.0,28.0,1.0,Furnished,Family,Contact Owner
LST100345,Mumbai,Breach Candy,Breach Candy,2,170000.0,1000.0,Carpet Area,5.0,9.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST100982,Mumbai,Sion,"Sion East, Sion",3,105000.0,1305.0,Super Area,18.0,28.0,4.0,Unfurnished,Bachelors,Contact Agent
LST101879,Mumbai,Chinmay Gaurang Infrastructure Old Panvel,Chinmay Gaurang Infrastructure Old Panvel,1,31000.0,412.0,Super Area,8.0,18.0,1.0,Furnished,Family,Contact Owner
LST103415,Mumbai,Mulund West,"Sheth Montana, Mulund West",4,169500.0,1970.0,Super Area,18.0,33.0,4.0,Semi-Furnished,Family,Contact Agent
LST104987,Mumbai,Santacruz West,"Ekta Trinity, Santacruz West",2,212500.0,1064.0,Super Area,4.0,11.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102281,Mumbai,Kanjurmarg East,Kanjurmarg East,2,14500.0,860.0,Carpet Area,1.0,20.0,3.0,Semi-Furnished,Family,Contact Agent
LST103085,Mumbai,Amit Nagar,"Badrinath Tower, Amit Nagar",2,42500.0,730.0,Super Area,-1.0,30.0,3.0,Furnished,Bachelors,Contact Agent
LST102388,Mumbai,Datta Pada,"Kaustubh Platinum, Datta Pada",4,280000.0,2418.0,Carpet Area,8.0,28.0,4.0,Furnished,Bachelors,Contact Agent
LST103964,Mumbai,Mulund East,"Sai Aasha Daya, Mulund East",2,23500.0,898.0,Carpet Area,10.0,23.0,2.0,Semi-Furnished,Family,Contact Agent
LST104249,Mumbai,Amar Nagar,Amar Nagar,2,74000.0,920.0,Carpet Area,7.0,10.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST100953,Mumbai,Seven Bungalows,Seven Bungalows,1,45000.0,480.0,Carpet Area,7.0,7.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST102857,Mumbai,Chembur,"Sindhi Society, Chembur",4,215000.0,1585.0,Super Area,2.0,24.0,4.0,Semi-Furnished,Family,Contact Owner
LST101225,Mumbai,sra,sra,2,105500.0,623.0,Carpet Area,4.0,5.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102972,Mumbai,Hiranandani Gardens,"Hiranandani Gardens Torino, Hiranandani Gardens",3,84500.0,1265.0,Carpet Area,0.0,7.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST101546,Mumbai,Goregaon East,"Lakshchandi Height, Goregaon East",3,238500.0,1552.0,Carpet Area,15.0,58.0,3.0,Furnished,Family,Contact Owner
LST103542,Mumbai,Kamla Nagar,Kamla Nagar,3,60500.0,997.0,Carpet Area,19.0,27.0,3.0,Furnished,Bachelors,Contact Agent
LST101658,Mumbai,Worli,"Raheja Imperia, Worli",3,132500.0,1190.0,Super Area,19.0,38.0,4.0,Unfurnished,Bachelors,Contact Agent
LST900027,Mumbai,Lokhandwala Twp,"Sapphire Heights, Lokhandwala Twp",2,44000.0,830.0,Carpet Area,2.0,2.0,2.0,Furnished,Bachelors,Contact Agent
LST102517,Mumbai,Chembur East,"diamond garden, Chembur East",2,40000.0,708.0,Carpet Area,12.0,14.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104727,Mumbai,Kurla West,Kurla West,2,84000.0,753.0,Super Area,7.0,22.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104687,Mumbai,Powai,Powai,5,635500.0,2622.0,Super Area,11.0,21.0,6.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102631,Mumbai,Powai,"Hiranandani Castle Rock, Powai",1,15000.0,194.0,Carpet Area,15.0,21.0,1.0,Furnished,Bachelors,Contact Owner
LST101447,Mumbai,Vikhroli East,"Godrej Platinum, Vikhroli East",3,215000.0,1727.0,Super Area,3.0,15.0,4.0,Furnished,Family,Contact Owner
LST102461,Mumbai,Goregaon East,"Shiv Dham Apartment, Goregaon East",1,14000.0,749.0,Carpet Area,4.0,58.0,1.0,Unfurnished,Family,Contact Owner
LST102474,Mumbai,Goregaon West,Goregaon West,2,125500.0,931.0,Carpet Area,11.0,23.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST104521,Mumbai,Sakinaka Junction,"Akruti Orchid Park, Sakinaka Junction",1,18500.0,294.0,Carpet Area,7.0,19.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102571,Mumbai,Nalasopara,"Kailash Tower, Nalasopara",2,56000.0,1037.0,Super Area,11.0,11.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100400,Mumbai,Powai,"Lake Homes, Powai",3,62000.0,1100.0,Carpet Area,15.0,22.0,3.0,Semi-Furnished,Family,Contact Agent
LST101508,Mumbai,Akurli Nagar,"Kalpataru Towers, Akurli Nagar",1,14500.0,450.0,Carpet Area,12.0,12.0,1.0,Semi-Furnished,Family,Contact Agent
LST103518,Mumbai,Kandivali East,"Ishwardas Bhuvan CHS, Kandivali East",1,19500.0,429.0,Carpet Area,-1.0,23.0,2.0,Semi-Furnished,Family,Contact Owner
LST101429,Mumbai,Raheja Vihar,"Adityavardhan Apartment, Raheja Vihar",1,32000.0,412.0,Super Area,18.0,43.0,1.0,Semi-Furnished,Family,Contact Agent
LST103721,Mumbai,Gokuldham,"Valentine Apartments, Gokuldham",2,60000.0,920.0,Carpet Area,21.0,32.0,1.0,Unfurnished,Bachelors,Contact Owner
LST104816,Mumbai,Kemps Corner,"The Primordial House, Kemps Corner",4,486000.0,2257.0,Carpet Area,8.0,17.0,3.0,Semi-Furnished,Family,Contact Agent
LST104090,Mumbai,Link Road,"Auris Serenity, Link Road",3,72000.0,1502.0,Carpet Area,11.0,26.0,4.0,Unfurnished,Family,Contact Agent
LST102449,Mumbai,Jacob Circle,Jacob Circle,3,129500.0,1079.0,Carpet Area,14.0,48.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST100095,Mumbai,4 Bunglows,"HDIL Metropolis, 4 Bunglows",3,80000.0,1100.0,Carpet Area,8.0,28.0,3.0,Semi-Furnished,Family,Contact Agent
LST100299,Mumbai,Vikhroli East,"Godrej Platinum, Vikhroli East",3,93000.0,1600.0,Carpet Area,18.0,27.0,3.0,Semi-Furnished,Family,Contact Agent
LST104893,Mumbai,Sion East,"Paras Building, Sion East",1,13000.0,616.0,Carpet Area,5.0,18.0,1.0,Unfurnished,Family,Contact Owner
LST103599,Mumbai,Vasai East,"Nicon Infinity, Vasai East",3,109000.0,1009.0,Super Area,19.0,34.0,2.0,Furnished,Family,Contact Agent
LST103413,Mumbai,Suram Park Society,Suram Park Society,4,197500.0,1717.0,Carpet Area,17.0,22.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100727,Mumbai,Andheri West,"Runwal Elegante, Andheri West",3,130000.0,937.0,Carpet Area,16.0,27.0,2.0,Furnished,Family,Contact Agent
LST102868,Mumbai,Powai,"Hiranandani Regent Hill, Powai",2,26500.0,499.0,Carpet Area,21.0,33.0,2.0,Unfurnished,Bachelors/Family,Contact Owner
LST104365,Mumbai,Shrikrupa Society,Shrikrupa Society,1,7500.0,498.0,Carpet Area,16.0,29.0,1.0,Unfurnished,Bachelors,Contact Owner
LST100564,Mumbai,orchid suburbia,orchid suburbia,2,44000.0,880.0,Carpet Area,12.0,27.0,2.0,Unfurnished,Bachelors,Contact Owner
