listing_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
L03745,2022-05-20,2,28000,1200,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
L03746,2022-06-12,3,10000,1750,1 out of 1,Super Area,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
L03747,2022-07-09,1,3500,300,Ground out of 2,Super Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03748,2022-06-15,1,8000,650,1 out of 3,Carpet Area,Sholinganallur,Chennai,Unfurnished,Bachelors,1,Contact Owner
L03749,2022-05-25,2,13500,950,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03750,2022-05-19,3,36000,1610,3 out of 14,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03751,2022-06-14,2,15000,900,1 out of 2,Super Area,Kodungaiyur East,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03752,2022-05-06,1,5000,550,1 out of 1,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03753,2022-05-25,2,10000,700,Ground out of 2,Super Area,Nanmangalam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03754,2022-07-06,2,10000,800,2 out of 3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03755,2022-06-25,2,8500,580,3 out of 5,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03756,2022-06-26,2,11000,950,1 out of 2,Super Area,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03757,2022-05-25,1,8000,700,1 out of 1,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03758,2022-05-25,2,12000,600,Ground out of 3,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03759,2022-05-25,1,5000,200,Ground out of 3,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03760,2022-05-17,1,7000,600,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03761,2022-05-17,2,15000,550,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03762,2022-06-25,1,10000,600,4 out of 5,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03763,2022-05-19,3,37500,1680,1 out of 16,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03764,2022-06-21,2,7000,1100,1 out of 1,Carpet Area,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03765,2022-06-02,1,6500,600,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03766,2022-05-25,2,16000,820,Ground out of 2,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
L03767,2022-05-19,3,34000,1125,8 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03768,2022-07-08,2,11500,973,4 out of 4,Carpet Area,Padapai,Chennai,Semi-Furnished,Family,2,Contact Owner
L03769,2022-06-18,2,15000,780,1 out of 2,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1,Contact Owner
L03770,2022-06-13,1,8000,400,Ground out of 1,Super Area,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03771,2022-07-10,4,220000,4000,1 out of 2,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L03772,2022-05-17,2,22000,1000,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03773,2022-05-17,3,85000,3500,Ground out of 1,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03774,2022-06-18,1,6000,350,Ground out of 2,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03775,2022-05-03,2,14000,800,2 out of 2,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03776,2022-05-01,2,11500,700,Ground out of 2,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03777,2022-07-06,1,6000,550,Ground out of 2,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03778,2022-07-06,3,24000,2100,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
L03779,2022-07-08,3,32000,1700,2 out of 2,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03780,2022-05-17,3,16000,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03781,2022-07-08,2,13000,950,1 out of 2,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03782,2022-07-06,2,14000,780,2 out of 2,Super Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03783,2022-06-23,1,7500,800,1 out of 2,Carpet Area,Jalladian Pet,Chennai,Unfurnished,Bachelors,1,Contact Owner
L03784,2022-05-25,2,10000,500,2 out of 4,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03785,2022-05-29,2,18500,1000,25 out of 32,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03786,2022-07-10,2,12000,750,2 out of 2,Super Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03787,2022-06-22,2,17000,1200,2 out of 2,Carpet Area,Cmbt,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03788,2022-05-19,3,35000,1152,10 out of 14,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03789,2022-05-25,2,9000,843,2 out of 3,Super Area,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03790,2022-07-06,2,13000,900,1 out of 3,Super Area,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03791,2022-07-10,2,27999,1250,2 out of 4,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03792,2022-05-13,2,11000,650,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03793,2022-07-06,4,140000,2600,2 out of 2,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L03794,2022-04-28,1,12000,700,Ground out of 2,Super Area,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03795,2022-06-22,2,13000,720,1 out of 2,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2,Contact Owner
L03796,2022-07-06,4,250000,3500,1 out of 4,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L03797,2022-07-05,4,80000,3000,1 out of 2,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4,Contact Agent
L03798,2022-07-10,2,22999,1144,1 out of 1,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03799,2022-06-19,3,36000,1750,1 out of 4,Carpet Area,Anna Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03800,2022-05-25,3,70000,1450,Ground out of 2,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03801,2022-06-18,2,12500,590,1 out of 2,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03802,2022-05-01,2,18000,900,2 out of 2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03803,2022-05-25,2,10000,800,1 out of 2,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03804,2022-06-22,2,18000,1000,1 out of 3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03805,2022-05-19,3,37000,1650,2 out of 14,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03806,2022-05-01,2,18000,700,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03807,2022-06-25,3,25000,1280,1 out of 1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03808,2022-06-11,2,10000,700,Ground out of 2,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03809,2022-07-01,2,15000,980,1 out of 4,Super Area,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03810,2022-05-22,2,15000,900,2 out of 2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03811,2022-07-06,1,9000,450,1 out of 1,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner
L03812,2022-07-06,2,14000,1200,2 out of 4,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03813,2022-07-06,2,8500,650,1 out of 2,Super Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03814,2022-05-19,3,35000,1903,6 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03815,2022-06-29,2,10000,650,2 out of 3,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03816,2022-05-30,1,5000,450,2 out of 2,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03817,2022-06-10,2,23000,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03818,2022-06-14,2,15000,550,2 out of 3,Super Area,Ashok Nagar,Chennai,Unfurnished,Family,1,Contact Owner
L03819,2022-06-14,2,18500,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03820,2022-05-17,2,28000,1000,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03821,2022-05-19,3,32000,1050,4 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03822,2022-05-01,1,14000,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner
L03823,2022-06-02,1,7000,400,1 out of 3,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03824,2022-05-19,3,33000,1075,7 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
L03825,2022-05-27,3,100000,2000,3 out of 14,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03826,2022-05-29,2,18000,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03827,2022-06-16,3,16000,1000,1 out of 3,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03828,2022-05-02,1,8500,500,Ground out of 2,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03829,2022-06-25,2,10000,900,Ground out of 3,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03830,2022-05-15,2,13500,900,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03831,2022-07-06,2,19000,900,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03832,2022-07-06,1,11500,1000,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03833,2022-07-06,3,22000,1300,1 out of 3,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,Family,3,Contact Owner
L03834,2022-05-27,3,12000,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner
L03835,2022-06-04,2,10000,800,Ground out of 1,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03836,2022-05-01,2,15000,1500,1 out of 1,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03837,2022-06-21,3,35000,1350,Ground out of 2,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03838,2022-06-06,3,70000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03839,2022-06-21,3,32000,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent
L03840,2022-06-14,3,35000,1912,1 out of 4,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03841,2022-07-10,1,10000,500,1 out of 2,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,1,Contact Owner
L03842,2022-06-05,2,11000,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
L03843,2022-05-17,2,12000,1000,1 out of 1,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03844,2022-05-06,3,40000,1600,11 out of 16,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner
L03845,2022-05-16,2,8000,900,Ground out of 2,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03846,2022-05-16,3,20000,1265,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03847,2022-05-24,3,12000,1060,3 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03848,2022-05-16,2,15000,1050,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03849,2022-06-10,3,27000,1500,2 out of 4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03850,2022-05-12,2,13000,890,1 out of 2,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03851,2022-05-10,2,9000,700,1 out of 2,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
L03852,2022-07-02,3,25000,1146,1 out of 2,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03853,2022-05-20,1,12000,700,1 out of 2,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03854,2022-06-09,2,18000,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03855,2022-07-05,2,9500,640,Ground out of 1,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03856,2022-06-04,2,14000,909,5 out of 14,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03857,2022-06-25,4,40000,2400,Ground out of 2,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent
L03858,2022-06-25,4,70000,3800,Ground out of 1,Carpet Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
L03859,2022-05-16,2,15000,400,1 out of 3,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03860,2022-05-06,2,8500,886,2 out of 3,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2,Contact Owner
L03861,2022-05-25,3,27500,1570,4 out of 5,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03862,2022-05-20,2,15000,900,1 out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03863,2022-05-16,1,5000,400,Ground out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03864,2022-05-16,2,26000,1600,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03865,2022-05-16,2,14000,1000,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03866,2022-05-12,2,20000,850,Ground out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03867,2022-06-06,2,12000,750,Ground out of 3,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03868,2022-06-14,2,17000,750,1 out of 2,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03869,2022-06-14,3,75000,2000,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03870,2022-05-20,3,19500,1270,1 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03871,2022-06-28,2,10000,2000,1 out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03872,2022-07-02,2,32000,1250,3 out of 7,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03873,2022-05-16,2,15000,1000,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Family,2,Contact Owner
L03874,2022-07-10,3,28000,1050,5 out of 10,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03875,2022-06-22,2,10677,800,5 out of 6,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03876,2022-07-01,3,50000,1625,8 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Agent
L03877,2022-06-17,3,32500,1535,1 out of 2,Super Area,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
L03878,2022-05-14,2,23000,850,1 out of 2,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03879,2022-06-28,4,75000,3800,3 out of 10,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
L03880,2022-06-30,4,250000,4500,Ground out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4,Contact Agent
L03881,2022-05-20,2,10000,1100,1 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03882,2022-07-10,3,60000,3200,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03883,2022-05-12,2,12000,647,2 out of 3,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03884,2022-06-21,3,48000,1798,7 out of 14,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03885,2022-07-06,3,58000,1700,11 out of 17,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
L03886,2022-05-12,2,14000,930,5 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03887,2022-05-30,1,7000,150,Ground out of 2,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03888,2022-04-30,2,13000,1200,3 out of 4,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03889,2022-06-11,2,11000,1250,2 out of 3,Super Area,poush,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03890,2022-06-10,2,9500,900,3 out of 4,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03891,2022-05-14,1,7500,500,2 out of 3,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
L03892,2022-07-06,2,14000,900,Ground out of 2,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
L03893,2022-05-14,2,16000,1100,2 out of 5,Super Area,Hyderguda,Hyderabad,Furnished,Family,2,Contact Agent
L03894,2022-05-14,3,18000,1500,4 out of 5,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03895,2022-06-10,1,8200,500,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03896,2022-06-24,3,12000,1300,1 out of 4,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
L03897,2022-06-25,1,10000,300,10 out of 31,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
L03898,2022-05-16,2,13000,800,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03899,2022-05-17,3,22000,1400,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03900,2022-05-12,1,10500,500,Ground out of 4,Super Area,Kothapet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
L03901,2022-05-12,2,11000,750,3 out of 5,Super Area,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03902,2022-05-12,3,20000,1200,2 out of 4,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03903,2022-06-03,3,14000,1350,3 out of 4,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03904,2022-05-06,2,12500,1400,Ground out of 4,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03905,2022-06-22,1,10500,450,3 out of 5,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03906,2022-06-22,3,30000,2061,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
L03907,2022-06-27,2,11000,100,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Furnished,Family,2,Contact Owner
L03908,2022-06-26,2,9000,1100,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03909,2022-05-28,3,35000,1650,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
L03910,2022-07-05,3,23382,1500,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03911,2022-06-10,2,9500,1140,3 out of 4,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03912,2022-05-06,2,9000,990,Ground out of 1,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
L03913,2022-05-06,3,60000,1700,7 out of 17,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03914,2022-06-22,2,11000,1200,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03915,2022-06-22,2,11000,850,1 out of 3,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03916,2022-06-22,2,11000,900,2 out of 3,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03917,2022-05-12,2,8000,800,Ground out of 2,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03918,2022-06-17,2,9000,1000,1 out of 2,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
L03919,2022-06-19,2,8000,1020,3 out of 4,Super Area,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03920,2022-05-25,1,5500,300,Ground out of 3,Super Area,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03921,2022-06-10,2,12000,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03922,2022-07-03,3,25000,919,8 out of 13,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03923,2022-05-31,3,23000,25,5 out of 6,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03924,2022-06-16,2,12000,1050,1 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03925,2022-05-10,2,6500,200,Ground out of 1,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
L03926,2022-06-25,1,9000,450,1 out of 4,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
L03927,2022-04-30,4,25000,1000,15 out of 20,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03928,2022-07-01,3,12500,1250,2 out of 5,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
L03929,2022-07-06,3,45000,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent
L03930,2022-05-25,2,27000,1500,Ground out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03931,2022-07-06,3,75000,2395,14 out of 17,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3,Contact Agent
L03932,2022-05-18,2,9000,1800,1 out of 1,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
L03933,2022-06-09,2,12000,700,3 out of 3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
L03934,2022-07-06,3,24000,1700,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2,Contact Agent
L03935,2022-05-06,2,15000,1200,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
L03936,2022-06-05,3,24000,1600,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03937,2022-06-25,2,12000,745,8 out of 9,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
