locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,north,none,Nagasandra,yes,Peenya Industrial Area,4.89,green,3.91,no,no,True,Nagasandra,3.91,3-6km,0,Chikka Banavara,1.26,24.42,10,5,1,13.0794128,77.5162181,12.89,Chikka Banavara,Karnataka,1,2022-05-27,2022-05-27,high,Kere Guddadahalli,place/locality,Kereguddadahalli,2022,2022-04-13
Kithiganur,Bangalore,east,none,Baiyappanahalli,no,ITPL Whitefield,6.48,purple,8.17,no,no,True,Garudacharpalya,4.89,6km+,3,Hoodi,4.63,17.89,21,2,0,13.0367865,77.7111553,16.56,,Karnataka,1,2022-05-19,2022-05-19,medium,Kitthaganur,boundary/administrative,Kithiganur,2022,2022-04-13
Kodi Halli,Bangalore,west,none,Pattanagere,no,Global Village Tech Park,7.46,purple,6.9,no,no,True,Pattanagere,6.9,6km+,1,Jnanabharati,6.82,35.8,12,5,3,12.9772628,77.4652831,11.49,Byadarahalli,Karnataka,3,2022-05-20,2022-06-04,medium,Yale Kodigehalli,highway/bus_stop,Kodi Halli,2022,2022-04-13
Kodichikkanahalli Main Road,Bangalore,south,none,Jaya Prakash Nagar,yes,IBC Knowledge Park,4.49,green,4.36,no,no,True,Hongasandra,2.51,3-6km,47,Krantivira Sangolli Rayanna (Bengaluru),10.44,35.4,57,36,33,12.8931978,77.6105788,10.21,Vijaya Bank Layout,Karnataka,1,2022-05-25,2022-05-25,low,Kodichikkanahalli Main Road,highway/tertiary,Kodichikkanahalli Main Road,2022,2022-04-13
Kodigehalli,Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,4.36,green,5.03,no,no,True,Yeshwantpur,5.03,3-6km,9,Kodigehalli,0.34,20.74,25,28,16,13.0601125,77.5767725,9.29,Byatarayanapura,Karnataka,2,2022-05-10,2022-05-25,high,Kodigehalli,place/quarter,Kodigehalli,2022,2022-04-13
Kodigenahalli,Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,4.36,green,5.03,no,no,True,Yeshwantpur,5.03,3-6km,9,Kodigehalli,0.34,20.74,25,28,16,13.0601125,77.5767725,9.29,Byatarayanapura,Karnataka,2,2022-06-04,2022-06-09,high,Kodigehalli,place/quarter,Kodigenahalli,2022,2022-04-13
Kogilu,Bangalore,north,none,Yeshwantpur,no,Karle Town Centre,6.69,green,11.53,no,no,True,Yeshwantpur,11.53,6km+,6,Yelahanka Junction,2.7,14.22,17,19,1,13.103973,77.6167721,14.98,Kogilu,Karnataka,1,2022-07-07,2022-07-07,high,Kogilu,place/quarter,Kogilu,2022,2022-04-13
Konanakunte,Bangalore,south,operational,Konanakunte Cross,no,IBC Knowledge Park,6.92,green,1.32,yes,yes,True,Konanakunte Cross,1.32,6km+,13,Nayandahalli,8.68,38.36,47,12,23,12.8792861,77.5697529,10.83,Harinagar,Karnataka,2,2022-04-29,2022-05-04,high,Konanakunte,place/suburb,Konanakunte,2022,2022-04-13
"Konappana Agrahara, Electronic City",Bangalore,south,under_construction,Yelachenahalli,yes,Electronic City,0.5,green,11.66,yes,no,False,Electronic City,0.65,0-3km,11,Huskuru,4.65,38.55,26,18,6,12.8528618,77.668169,17.32,Electronic City,Karnataka,1,2022-07-07,2022-07-07,high,Konappana Agrahara,place/neighbourhood,Konappana Agrahara Electronic City,2022,2022-04-13
Koramangala,Bangalore,south,under_construction,Trinity,yes,IBC Knowledge Park,2.38,purple,4.22,yes,no,False,Central Silk Board,2.16,0-3km,105,Baiyyappanahalli Junction,6.86,30.45,81,61,36,12.9357366,77.624081,7.31,Sri Lakshmi Devi Ward,Karnataka,9,2022-05-05,2022-07-09,high,Koramangala,place/suburb,Koramangala,2022,2022-04-13
Koramangala 8Th Block,Bangalore,south,none,Trinity,yes,IBC Knowledge Park,1.86,purple,3.58,no,no,True,Central Silk Board,2.72,0-3km,108,Bangalore Cantonment,6.24,30.13,99,63,30,12.9408685,77.617338,6.38,A Adugodi,Karnataka,1,2022-05-21,2022-05-21,high,Koramangala 8th Block,place/neighbourhood,Koramangala 8Th Block,2022,2022-04-13
Koramangala Block 1,Bangalore,south,under_construction,Trinity,yes,Embassy Golf Links,2.72,purple,5.32,yes,no,False,Central Silk Board,1.81,0-3km,83,Baiyyappanahalli Junction,7.35,31.04,67,70,35,12.9277245,77.6327822,8.61,Kormangala East,Karnataka,1,2022-06-12,2022-06-12,high,Koramangala 1st Block,place/neighbourhood,Koramangala Block 1,2022,2022-04-13
Koramangala Block 3,Bangalore,south,under_construction,Jayanagar,yes,IBC Knowledge Park,2.55,green,4.91,yes,no,False,Central Silk Board,1.4,0-3km,84,Baiyyappanahalli Junction,7.55,31.2,82,78,44,12.9282918,77.6254034,7.96,Kormangala East,Karnataka,1,2022-06-02,2022-06-02,high,Koramangala 3rd Block,place/neighbourhood,Koramangala Block 3,2022,2022-04-13
Koramangala Block 4,Bangalore,south,under_construction,Trinity,yes,Embassy Golf Links,2.43,purple,4.67,yes,no,False,Central Silk Board,2.04,0-3km,102,Baiyyappanahalli Junction,6.93,30.6,62,60,33,12.9327778,77.6294052,7.97,Kormangala East,Karnataka,2,2022-06-12,2022-07-06,high,Koramangala 4th Block,place/neighbourhood,Koramangala Block 4,2022,2022-04-13
Kothanur,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,3.74,purple,7.86,no,no,True,Krishnarajapura,7.49,3-6km,16,Channasandra,5.69,16.35,37,6,9,13.0613601,77.6493895,12.66,K Narayanapura,Karnataka,2,2022-04-29,2022-05-12,high,Kothanur,place/quarter,Kothanur,2022,2022-04-13
"Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",Bangalore,east,none,Indiranagar,yes,Embassy Golf Links,1.7,purple,3.21,no,no,True,Indiranagar,3.21,0-3km,122,Baiyyappanahalli Junction,3.95,27.36,37,44,27,12.9561284,77.6575713,9.62,Konena Agrahara,Karnataka,1,2022-07-09,2022-07-09,high,Murugeshpalaya,place/quarter,Murugeshpalya,2022,2022-04-13
Krishna Reddy Layout -Domlur,Bangalore,east,operational,Indiranagar,yes,Embassy Golf Links,0.96,purple,2.46,yes,yes,True,Indiranagar,2.46,0-3km,102,Baiyyappanahalli Junction,4.2,27.86,49,60,26,12.9562218,77.6371896,7.49,Domluru,Karnataka,1,2022-06-16,2022-06-16,high,Krishna Reddy Colony,place/neighbourhood,Krishna Reddy Layout -Domlur,2022,2022-04-13
Kudlu,Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Electronic City,4.48,green,8.94,yes,no,False,Singasandra,1.47,3-6km,35,Carmelaram,5.82,34.76,24,15,12,12.8889126,77.6555716,13.37,,Karnataka,1,2022-06-08,2022-06-08,high,Kudlu,place/suburb,Kudlu,2022,2022-04-13
Kudlu Gate,Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Electronic City,5.28,green,7.3,yes,no,False,Kudlu Gate,0.0,3-6km,32,Carmelaram,7.48,34.97,47,17,11,12.8899259,77.6392156,12.14,Garvebavi Palya,Karnataka,2,2022-06-16,2022-06-23,medium,Kudlu Gate,railway/station,Kudlu Gate,2022,2022-04-13
"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,south,operational,Jaya Prakash Nagar,yes,IBC Knowledge Park,5.47,green,1.48,yes,yes,True,Jaya Prakash Nagar,1.48,3-6km,24,Nayandahalli,5.66,36.03,39,50,16,12.9067683,77.5595021,7.88,Gowdanapalya,Karnataka,1,2022-06-23,2022-06-23,high,Kumaraswamy Layout,place/quarter,Kumaraswamy Layout Kumaraswamy Layout,2022,2022-04-13
Kyalasanahalli,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,4.39,purple,7.34,no,no,True,Krishnarajapura,6.6,3-6km,16,Channasandra,4.98,16.5,32,3,7,13.0564575,77.6591321,13.01,Dodda Gubbi,Karnataka,1,2022-06-29,2022-06-29,high,Kyalasanahalli,place/village,Kyalasanahalli,2022,2022-04-13
Laggere,Bangalore,west,none,Peenya,yes,Peenya Industrial Area,2.75,green,2.81,no,no,True,Peenya,2.81,0-3km,5,Yesvantpur Junction,3.56,28.89,7,12,0,13.0108677,77.5207301,6.67,Bengaluru,Karnataka,2,2022-05-23,2022-06-20,high,Laggere,place/suburb,Laggere,2022,2022-04-13
"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,south,operational,Lalbagh,yes,IBC Knowledge Park,1.89,green,1.84,yes,yes,True,Lalbagh,1.84,0-3km,81,Krantivira Sangolli Rayanna (Bengaluru),4.39,30.08,95,95,17,12.9489339,77.5968273,4.15,Hombegowda Nagara,Karnataka,1,2022-05-16,2022-05-16,high,Wilson Garden,place/quarter,Wilson Garden,2022,2022-04-13
Lakshmipura,Bangalore,west,none,Nagasandra,no,Peenya Industrial Area,6.07,green,4.28,no,no,True,Madavara,2.53,6km+,0,Chikka Banavara,6.29,31.89,2,0,0,13.0371838,77.462165,13.6,,Karnataka,1,2022-06-14,2022-06-14,high,Lakshmipura,place/village,Lakshmipura,2022,2022-04-13
Langford Gardens,Bangalore,south,operational,Mahatma Gandhi Road,yes,IBC Knowledge Park,3.41,purple,1.67,yes,yes,True,Mahatma Gandhi Road,1.67,3-6km,71,Bangalore Cantonment,3.39,28.58,99,67,37,12.9631709,77.598018,3.26,Shanthinagar,Karnataka,1,2022-06-30,2022-06-30,high,Langford Gardens,place/neighbourhood,Langford Gardens,2022,2022-04-13
"Langford Town, Shanti Nagar, Hosur Road",Bangalore,south,operational,Lalbagh,yes,IBC Knowledge Park,2.75,green,1.68,yes,yes,True,Lalbagh,1.68,0-3km,75,Krantivira Sangolli Rayanna (Bengaluru),3.53,29.6,91,95,18,12.9555367,77.5924278,3.28,Hombegowda Nagara,Karnataka,1,2022-05-27,2022-05-27,high,Shanti Nagar,place/suburb,Shanti Nagar,2022,2022-04-13
Lavelle Road,Bangalore,west,operational,Cubbon Park,yes,IBC Knowledge Park,4.7,purple,0.71,yes,yes,True,Cubbon Park,0.71,3-6km,61,Bangalore Cantonment,2.09,27.31,111,67,46,12.9749693,77.5997312,3.09,Ashokanagar,Karnataka,2,2022-06-29,2022-06-30,low,Lavelle Road,highway/tertiary,Lavelle Road,2022,2022-04-13
"Laxminarayana Layout, Munnekollal",Bangalore,east,none,Baiyappanahalli,yes,Prestige Tech Park ORR,1.76,purple,7.76,no,no,True,Kundalahalli,3.36,0-3km,88,Belandur Road,1.08,27.74,28,46,38,12.9480839,77.7090175,15.26,Munnenkolalu,Karnataka,1,2022-06-30,2022-06-30,high,Munekolala,place/quarter,Munnekollal,2022,2022-04-13
"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,north,none,Swami Vivekananda Road,yes,Manyata Tech Park,3.6,purple,3.26,no,no,True,Swami Vivekananda Road,3.26,3-6km,56,Banaswadi,0.42,22.63,30,58,26,13.0093949,77.6267881,7.03,Maruthi Seva Nagara,Karnataka,1,2022-06-23,2022-06-23,high,Lingarajapuram,place/suburb,Lingarajapuram,2022,2022-04-13
"M C Layout, Vijayanagar, Magadi Road",Bangalore,west,operational,Vijayanagar,no,Global Village Tech Park,7.08,purple,0.32,yes,yes,True,Vijayanagar,0.32,6km+,11,Krishnadevaraya Halt,1.76,31.07,43,141,25,12.9730957,77.5353937,3.91,Dr. Vishnuvardhan Ward,Karnataka,1,2022-07-01,2022-07-01,high,M C Layout,place/neighbourhood,M C Layout,2022,2022-04-13
Madanayakahalli,Bangalore,west,under_construction,Nagasandra,no,Peenya Industrial Area,6.68,green,4.37,yes,no,False,Madavara,1.24,6km+,0,Soladevanahalli,4.71,30.64,3,0,1,13.0592472,77.4615112,15.02,,Karnataka,1,2022-05-27,2022-05-27,high,Madanayakanahalli,place/village,Madanayakahalli,2022,2022-04-13
Magadi Road,Bangalore,west,operational,Magadi Road,no,IBC Knowledge Park,6.97,purple,0.0,yes,yes,True,Magadi Road,0.0,6km+,20,Krantivira Sangolli Rayanna (Bengaluru),1.56,29.6,58,108,18,12.9756527,77.5553548,1.73,Gopalpura,Karnataka,1,2022-05-14,2022-05-14,medium,Magadi Road,railway/stop,Magadi Road,2022,2022-04-13
Mahadevapura,Bangalore,east,under_construction,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,3.17,purple,4.05,yes,no,False,Singayyanapalya,0.67,3-6km,53,Krishnarajapuram,1.86,23.01,23,49,10,12.9912395,77.6897334,12.93,,Karnataka,13,2022-05-20,2022-07-06,high,Mahadevapura,place/suburb,Mahadevapura,2022,2022-04-13
Mahatma Gandhi Road,Bangalore,south,operational,Mahatma Gandhi Road,yes,IBC Knowledge Park,4.78,purple,0.0,yes,yes,True,Mahatma Gandhi Road,0.0,3-6km,86,Bangalore Cantonment,2.23,26.94,86,60,48,12.9755264,77.6067902,3.85,Ashokanagar,Karnataka,2,2022-05-31,2022-06-16,medium,Mahatma Gandhi Road,railway/station,Mahatma Gandhi Road,2022,2022-04-13
Mailasandar,Bangalore,west,operational,Kengeri Bus Terminal,yes,Global Village Tech Park,0.85,purple,0.6,yes,yes,True,Kengeri Bus Terminal,0.6,0-3km,2,Kengeri,1.04,38.9,30,12,3,12.915939,77.4932278,10.83,,Karnataka,1,2022-05-19,2022-05-19,high,Mailasandra,place/village,Mailasandar,2022,2022-04-13
"Mallasandra, Jalahalli West",Bangalore,west,none,Nagasandra,no,Peenya Industrial Area,13.9,green,12.51,no,no,True,Madavara,10.44,6km+,0,Nelamangala,12.13,40.12,0,0,0,13.003125,77.3942408,19.41,,Karnataka,2,2022-05-14,2022-05-27,high,Mallasandra,place/village,Mallasandra,2022,2022-04-13
"Mallathahalli, Outer Ring Road",Bangalore,west,none,Attiguppe,yes,Global Village Tech Park,4.8,purple,3.02,no,no,True,Attiguppe,3.02,3-6km,3,Nayandahalli,2.88,34.0,28,35,8,12.9623214,77.5057232,7.28,Vinayaka Layout,Karnataka,2,2022-05-15,2022-06-04,high,Mallathahalli,place/quarter,Mallathahalli,2022,2022-04-13
"Malleshpalya, Kaggadasapura",Bangalore,east,under_construction,Baiyappanahalli,yes,Bagmane Tech Park,1.68,purple,2.99,yes,no,False,Benniganahalli,1.94,0-3km,73,Krishnarajapuram,2.09,24.16,30,60,20,12.9819618,77.6784643,11.63,Kaggadasapura,Karnataka,2,2022-05-31,2022-07-04,high,Kaggadasapura,place/quarter,Kaggadasapura,2022,2022-04-13
Malleshwaram,Bangalore,west,operational,Srirampura,no,Karle Town Centre,6.54,green,1.04,yes,yes,True,Srirampura,1.04,6km+,16,Malleswaram,0.78,26.19,97,99,31,13.0027353,77.5703253,2.9,Malleshwaram,Karnataka,3,2022-06-20,2022-07-09,high,Malleswaram,place/suburb,Malleshwaram,2022,2022-04-13
Manayata Tech Park,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,0.77,purple,7.24,no,no,True,Baiyappanahalli,7.24,0-3km,20,Hebbal,3.83,18.99,22,17,3,13.0482891,77.6211004,9.62,,Karnataka,1,2022-04-29,2022-04-29,low,Manyata Tech Park,landuse/commercial,Manayata Tech Park,2022,2022-04-13
"Mangammanapalya, Hosur Road",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,4.43,green,5.92,yes,no,False,Hongasandra,0.46,3-6km,54,Carmelaram,7.96,33.42,67,53,28,12.905811,77.6323745,10.29,HSR Layout,Karnataka,1,2022-05-23,2022-05-23,high,Mangamannapalya,place/neighbourhood,Mangammanapalya,2022,2022-04-13
"Manyata Residency, Thanisandra",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,1.99,purple,7.39,no,no,True,Baiyappanahalli,7.39,0-3km,19,Hebbal,5.34,17.71,31,10,12,13.054713,77.6339258,11.01,Thanisandra,Karnataka,1,2022-06-25,2022-06-25,high,Thanisandra,place/quarter,Thanisandra,2022,2022-04-13
Marathahalli,Bangalore,east,none,Baiyappanahalli,yes,Prestige Tech Park ORR,1.45,purple,6.36,no,no,True,Seetharampalya,3.06,0-3km,96,Belandur Road,2.08,26.96,27,31,41,12.9552572,77.6984163,13.98,,Karnataka,5,2022-05-23,2022-07-04,high,Marathahalli,place/suburb,Marathahalli,2022,2022-04-13
Marathahalli-Sarjapur Outer Ring Road,Bangalore,east,none,Baiyappanahalli,yes,Prestige Tech Park ORR,1.59,purple,6.55,no,no,True,Kundalahalli,2.93,0-3km,92,Belandur Road,2.01,26.92,26,38,46,12.955512,77.7008184,14.23,Marathahalli,Karnataka,1,2022-06-08,2022-06-08,low,Marathahalli Underpass,highway/trunk,Marathahalli-Sarjapur Outer Ring Road,2022,2022-04-13
Margondanahalli,Bangalore,east,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,5.97,purple,6.8,no,no,True,Krishnarajapura,4.5,3-6km,3,Channasandra,4.33,17.85,23,9,1,13.0375814,77.6927879,14.8,Maragondanahalli,Karnataka,1,2022-07-04,2022-07-04,high,Maragondanahalli,place/neighbourhood,Margondanahalli,2022,2022-04-13
"Maruthi Extesnion, Rajajinagar",Bangalore,west,operational,Mahakavi Kuvempu Road,no,Peenya Industrial Area,6.59,green,1.17,yes,yes,True,Mahakavi Kuvempu Road,1.17,6km+,15,Malleswaram,1.66,28.47,77,132,24,12.9882338,77.554883,2.19,Rajajinagara,Karnataka,1,2022-06-29,2022-06-29,high,Rajajinagar,place/suburb,Rajajinagar,2022,2022-04-13
"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,east,under_construction,Baiyappanahalli,yes,Bagmane Tech Park,1.68,purple,2.99,yes,no,False,Benniganahalli,1.94,0-3km,73,Krishnarajapuram,2.09,24.16,30,60,20,12.9819618,77.6784643,11.63,Kaggadasapura,Karnataka,1,2022-05-23,2022-05-23,high,Kaggadasapura,place/quarter,Kaggadasapura,2022,2022-04-13
"Maruthi Nagar-Yelahanka, Yelahanka",Bangalore,north,none,Yeshwantpur,no,Karle Town Centre,6.58,green,9.97,no,no,True,Yeshwantpur,9.97,6km+,7,Yelahanka Junction,0.68,16.05,30,52,10,13.1006982,77.5963454,14.05,Yelahanka Old Town,Karnataka,1,2022-05-12,2022-05-12,high,Yelahanka,place/suburb,Yelahanka,2022,2022-04-13
Maruthi Sevanagar,Bangalore,east,operational,Swami Vivekananda Road,yes,RMZ Infinity Old Madras Road,2.98,purple,2.17,yes,yes,True,Swami Vivekananda Road,2.17,0-3km,60,Banaswadi,0.78,23.02,25,44,19,13.0027048,77.6346165,7.44,Jeevanahalli,Karnataka,5,2022-05-04,2022-06-20,medium,Maruthi Sevanagar,highway/bus_stop,Maruthi Sevanagar,2022,2022-04-13
"Marutinagar,",Bangalore,east,none,Baiyappanahalli,yes,Bagmane Tech Park,1.4,purple,3.1,no,no,True,Benniganahalli,2.55,0-3km,97,Krishnarajapuram,2.88,25.01,28,47,17,12.9746062,77.6756305,11.31,G.M Palya,Karnataka,1,2022-06-01,2022-06-01,high,Maruthi Nagar,place/neighbourhood,Marutinagar,2022,2022-04-13
Mathikere,Bangalore,north,operational,Yeshwantpur,yes,Peenya Industrial Area,4.34,green,1.44,yes,yes,True,Yeshwantpur,1.44,3-6km,7,Lottegollahalli,1.24,24.3,48,26,18,13.0333587,77.5581786,6.46,Brundavana Nagara,Karnataka,7,2022-05-11,2022-06-20,high,Mathikere,place/suburb,Mathikere,2022,2022-04-13
Mavalli,Bangalore,south,operational,Lalbagh,yes,IBC Knowledge Park,3.14,green,0.73,yes,yes,True,Lalbagh,0.73,3-6km,70,Krantivira Sangolli Rayanna (Bengaluru),3.12,30.36,89,145,19,12.9528478,77.5819643,2.89,Ashoka Pillar,Karnataka,1,2022-05-05,2022-05-05,high,Mavalli,place/neighbourhood,Mavalli,2022,2022-04-13
"Mcechs Layout, Jakkuru",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,3.19,green,8.96,no,no,True,Yeshwantpur,8.96,3-6km,21,Kodigehalli,4.4,17.04,18,8,4,13.0725802,77.6152451,11.68,Jakkur,Karnataka,1,2022-06-12,2022-06-12,high,MCECHS Layout,place/neighbourhood,Mcechs Layout Jakkuru,2022,2022-04-13
Medahalli,Bangalore,east,none,Baiyappanahalli,yes,ITPL Whitefield,5.15,purple,8.47,no,no,True,Garudacharpalya,4.24,3-6km,7,Hoodi,3.55,18.94,17,4,0,13.0278454,77.7206079,17.15,,Karnataka,2,2022-06-23,2022-07-04,high,Medahalli,place/village,Medahalli,2022,2022-04-13
Meenakshi Layout Hosa Road,Bangalore,west,operational,Nagasandra,yes,Peenya Industrial Area,4.33,green,2.1,yes,yes,True,Chikkabidarakallu,1.54,3-6km,0,Chikka Banavara,1.74,27.4,17,7,1,13.065434,77.4927168,13.03,Bagalagunte,Karnataka,1,2022-05-24,2022-05-24,medium,Meenakshi Layout,highway/bus_stop,Meenakshi Layout Hosa Road,2022,2022-04-13
"Meenakshi Layout, Kengeri",Bangalore,west,operational,Kengeri Bus Terminal,yes,Global Village Tech Park,1.77,purple,1.0,yes,yes,True,Kengeri Bus Terminal,1.0,0-3km,3,Kengeri,0.59,38.86,23,12,2,12.9229728,77.4842926,11.16,,Karnataka,1,2022-06-20,2022-06-20,high,Kengeri,place/suburb,Kengeri,2022,2022-04-13
"Moodalaplya, Vijayanagar",Bangalore,west,operational,Vijayanagar,no,Global Village Tech Park,6.29,purple,1.72,yes,yes,True,Vijayanagar,1.72,6km+,8,Krishnadevaraya Halt,2.46,32.07,35,93,17,12.9721131,77.5215397,5.42,Bengaluru,Karnataka,1,2022-05-23,2022-05-23,medium,Moodalapalya,boundary/administrative,Moodalaplya,2022,2022-04-13
"Ms Palya, Vidyaranyapura",Bangalore,north,none,Peenya,no,Peenya Industrial Area,6.27,green,5.53,no,no,True,Peenya,5.53,6km+,5,Kodigehalli,2.47,20.96,27,34,7,13.0766407,77.5577315,11.21,Singapura,Karnataka,3,2022-04-28,2022-05-27,high,Vidyaranyapura,place/suburb,Vidyaranyapura,2022,2022-04-13
Mudhaliar layout,Bangalore,north,none,Halasuru,yes,Manyata Tech Park,4.74,purple,2.77,no,no,True,Halasuru,2.77,3-6km,61,Bengaluru East,0.35,24.14,49,53,31,12.9991226,77.6158763,5.44,Pulakeshi Nagar,Karnataka,1,2022-05-14,2022-05-14,low,Murugesh Mudaliar Road,highway/residential,Mudhaliar layout,2022,2022-04-13
Munnekollal,Bangalore,east,none,Baiyappanahalli,yes,Prestige Tech Park ORR,1.76,purple,7.76,no,no,True,Kundalahalli,3.36,0-3km,88,Belandur Road,1.08,27.74,28,46,38,12.9480839,77.7090175,15.26,Munnenkolalu,Karnataka,2,2022-05-10,2022-06-26,high,Munekolala,place/quarter,Munnekollal,2022,2022-04-13
"Murugeshpalya, Airport Road",Bangalore,east,none,Indiranagar,yes,Embassy Golf Links,1.7,purple,3.21,no,no,True,Indiranagar,3.21,0-3km,122,Baiyyappanahalli Junction,3.95,27.36,37,44,27,12.9561284,77.6575713,9.62,Konena Agrahara,Karnataka,14,2022-05-27,2022-07-07,high,Murugeshpalaya,place/quarter,Murugeshpalya,2022,2022-04-13
Mylasandra,Bangalore,west,operational,Pattanagere,yes,Global Village Tech Park,0.48,purple,0.92,yes,yes,True,Pattanagere,0.92,0-3km,2,Kengeri,1.51,38.62,33,12,7,12.9160293,77.497544,10.46,,Karnataka,2,2022-05-05,2022-06-03,medium,Mylasandra,boundary/administrative,Mylasandra,2022,2022-04-13
Mysore Road,Bangalore,west,operational,Mysore Road,yes,Global Village Tech Park,4.43,purple,0.01,yes,yes,True,Mysore Road,0.01,3-6km,11,Nayandahalli,1.13,33.8,21,37,9,12.9467026,77.5300705,5.58,Deepanjali Nagara,Karnataka,3,2022-06-16,2022-07-03,medium,Mysore Road,railway/stop,Mysore Road,2022,2022-04-13
Nagadevana Halli,Bangalore,north,none,Dasarahalli,no,Karle Town Centre,13.47,green,14.79,no,no,True,Dasarahalli,14.79,6km+,0,Rajanukunte,2.11,14.5,6,2,2,13.1600155,77.5780295,20.4,Nagadasarahalli,Karnataka,1,2022-05-23,2022-05-23,medium,Nagadasanahalli,highway/bus_stop,Nagadevana Halli,2022,2022-04-13
Nagappa Reddy layout-Dooravani Nagar,Bangalore,east,under_construction,Baiyappanahalli,yes,Brigade Tech Gardens,0.87,purple,7.65,yes,no,False,Kundalahalli,1.96,0-3km,84,Belandur Road,2.55,26.44,33,50,39,12.9599768,77.7154704,15.73,Priyadarshini Ward,Karnataka,1,2022-06-23,2022-06-23,low,Nagappa Reddy Layout Road,highway/residential,Nagappa Reddy layout-Dooravani Nagar,2022,2022-04-13
Nagarabhavi,Bangalore,west,operational,Attiguppe,yes,Global Village Tech Park,5.4,purple,2.28,yes,yes,True,Attiguppe,2.28,3-6km,3,Nayandahalli,2.93,33.14,32,53,7,12.9664182,77.5130777,6.41,Vinayaka Layout,Karnataka,1,2022-05-23,2022-05-23,high,Nagarabhavi,place/suburb,Nagarabhavi,2022,2022-04-13
Nagarabhavi BDA complex,Bangalore,west,none,Vijayanagar,no,Peenya Industrial Area,6.26,purple,3.04,no,no,True,Vijayanagar,3.04,6km+,4,Krishnadevaraya Halt,3.89,32.18,25,32,1,12.9796016,77.5107812,6.57,Vinayaka Layout,Karnataka,1,2022-06-12,2022-06-12,medium,Nagarabhavi BDA Complex,highway/bus_stop,Nagarabhavi BDA complex,2022,2022-04-13
Nagarathpete,Bangalore,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-04-29,2022-04-29,none,,,,2022,2022-04-13
Nagarbhavi,Bangalore,west,operational,Pantharapalya - Nayandahalli,yes,Global Village Tech Park,4.08,purple,1.25,yes,yes,True,Pantharapalya - Nayandahalli,1.25,3-6km,6,Nayandahalli,1.13,34.08,26,39,10,12.9512353,77.519054,6.33,Bengaluru,Karnataka,5,2022-05-19,2022-06-30,medium,Nagarbhavi,boundary/administrative,Nagarbhavi,2022,2022-04-13
Nagavara,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,0.48,purple,6.06,no,no,True,Baiyappanahalli,6.06,0-3km,18,Banaswadi,3.55,19.93,39,29,10,13.0374647,77.623602,8.82,Hennur,Karnataka,1,2022-06-23,2022-06-23,high,Nagavara,place/suburb,Nagavara,2022,2022-04-13
Nagondanahalli,Bangalore,east,under_construction,Baiyappanahalli,yes,ITPL Whitefield,3.69,purple,12.9,yes,no,False,Hopefarm Channasandra,2.25,3-6km,14,Whitefield,2.55,25.69,9,0,0,12.97516,77.7703403,21.57,,Karnataka,2,2022-06-20,2022-07-07,high,Nagondanahalli,place/village,Nagondanahalli,2022,2022-04-13
